timestamp,prId,sensorId,userType,utilization,latency
556.00,1,509,operaUser,0.026865,0.278054
556.00,2,788,genericUser,0.042667,0.278036
560.00,1,473,operaUser,0.036562,0.278044
560.00,1,671,genericUser,0.045800,0.278031
564.00,1,443,operaUser,0.027393,0.278041
564.00,1,470,operaUser,0.035534,0.278043
564.00,2,626,genericUser,0.048332,0.278030
568.00,2,890,ambulanceUser,0.020859,0.278061
572.00,1,869,ambulanceUser,0.071175,0.278032
572.00,2,857,ambulanceUser,0.067329,0.278042
572.00,2,563,genericUser,0.049127,0.278033
572.00,3,491,operaUser,0.024501,0.278038
572.00,1,611,genericUser,0.056402,0.216023
576.00,2,632,genericUser,0.022995,0.278025
576.00,2,872,ambulanceUser,0.042272,0.278030
576.00,2,785,genericUser,0.033964,0.278022
580.00,1,824,genericUser,0.043106,0.278040
580.00,1,545,genericUser,0.033338,0.278036
584.00,1,833,genericUser,0.045380,0.278040
584.00,1,719,genericUser,0.032209,0.278035
584.00,2,650,genericUser,0.023396,0.278034
584.00,2,854,ambulanceUser,0.047860,0.278046
588.00,2,773,genericUser,0.044129,0.278039
588.00,1,584,genericUser,0.034080,0.278037
588.00,1,581,genericUser,0.027188,0.278031
596.00,1,806,genericUser,0.053747,0.278030
596.00,1,677,genericUser,0.032974,0.278028
596.00,2,575,genericUser,0.017845,0.278032
600.00,2,815,genericUser,0.029337,0.278042
600.00,3,890,ambulanceUser,0.038899,0.278041
604.00,1,455,operaUser,0.022848,0.278044
604.00,2,809,genericUser,0.033009,0.278039
608.00,2,875,ambulanceUser,0.050780,0.216036
608.00,3,626,genericUser,0.026487,0.216034
608.00,2,752,genericUser,0.036672,0.278037
612.00,2,404,operaUser,0.025573,0.278038
616.00,3,632,genericUser,0.023540,0.278037
624.00,1,437,operaUser,0.034736,0.216041
624.00,2,740,genericUser,0.055375,0.278019
624.00,3,575,genericUser,0.052259,0.216028
628.00,3,563,genericUser,0.034401,0.278023
628.00,3,662,genericUser,0.048444,0.278033
628.00,2,671,genericUser,0.055785,0.278027
628.00,4,893,ambulanceUser,0.063707,0.278035
628.00,2,473,operaUser,0.017437,0.278045
632.00,3,497,operaUser,0.024555,0.278040
636.00,2,719,genericUser,0.027380,0.278029
644.00,1,620,genericUser,0.046157,0.278031
644.00,1,350,operaUser,0.028057,0.278039
652.00,3,848,ambulanceUser,0.048712,0.278034
652.00,3,650,genericUser,0.020402,0.278030
652.00,2,791,genericUser,0.040360,0.278036
656.00,2,755,genericUser,0.029134,0.278035
660.00,4,632,genericUser,0.038195,0.278033
660.00,2,728,genericUser,0.058604,0.278032
660.00,1,617,genericUser,0.025174,0.278039
660.00,3,707,genericUser,0.056836,0.278041
664.00,2,620,genericUser,0.029572,0.278039
664.00,2,884,ambulanceUser,0.055230,0.278034
664.00,3,752,genericUser,0.050205,0.278040
668.00,1,713,genericUser,0.044680,0.278030
668.00,2,362,operaUser,0.039873,0.278058
672.00,2,548,genericUser,0.047627,0.278042
672.00,3,875,ambulanceUser,0.052718,0.278033
672.00,1,320,operaUser,0.041448,0.278043
672.00,2,581,genericUser,0.050635,0.216026
676.00,1,434,operaUser,0.040556,0.278036
676.00,3,428,operaUser,0.027336,0.216026
676.00,2,803,genericUser,0.046023,0.278026
680.00,4,662,genericUser,0.043824,0.278031
680.00,2,611,genericUser,0.026168,0.278035
684.00,1,668,genericUser,0.021475,0.278033
688.00,2,845,ambulanceUser,0.031905,0.278039
692.00,3,863,ambulanceUser,0.028428,0.278042
692.00,2,527,operaUser,0.022622,0.278034
696.00,4,575,genericUser,0.027216,0.278032
696.00,3,854,ambulanceUser,0.039146,0.216037
700.00,3,791,genericUser,0.053336,0.278046
700.00,1,902,ambulanceUser,0.064291,0.278043
700.00,2,824,genericUser,0.059643,0.278023
700.00,2,659,genericUser,0.033726,0.278040
704.00,2,647,genericUser,0.022699,0.278048
704.00,3,872,ambulanceUser,0.031484,0.278039
712.00,4,890,ambulanceUser,0.038748,0.278060
712.00,5,893,ambulanceUser,0.042329,0.278034
712.00,2,821,genericUser,0.030223,0.278036
716.00,3,824,genericUser,0.057476,0.278032
716.00,2,509,operaUser,0.048513,0.278048
716.00,4,491,operaUser,0.037215,0.278060
716.00,1,326,operaUser,0.021166,0.278035
720.00,2,692,genericUser,0.037513,0.278028
720.00,3,845,ambulanceUser,0.059597,0.278037
720.00,1,812,genericUser,0.051464,0.278039
724.00,2,488,operaUser,0.052177,0.278042
724.00,1,479,operaUser,0.032649,0.278044
732.00,1,701,genericUser,0.026170,0.278039
736.00,1,635,genericUser,0.021748,0.278036
740.00,3,755,genericUser,0.039753,0.278037
740.00,1,593,genericUser,0.020920,0.278027
740.00,2,806,genericUser,0.045942,0.278034
748.00,2,398,operaUser,0.035665,0.278043
748.00,1,323,operaUser,0.024310,0.278039
748.00,2,572,genericUser,0.045867,0.278033
748.00,4,860,ambulanceUser,0.053470,0.278041
752.00,1,758,genericUser,0.034041,0.278037
752.00,4,854,ambulanceUser,0.041057,0.278061
752.00,1,401,operaUser,0.016768,0.278041
756.00,3,806,genericUser,0.017457,0.278035
760.00,3,785,genericUser,0.021523,0.278033
760.00,3,899,ambulanceUser,0.028132,0.278039
764.00,1,587,genericUser,0.033944,0.278033
764.00,4,497,operaUser,0.021922,0.278034
768.00,4,863,ambulanceUser,0.027056,0.278034
768.00,1,578,genericUser,0.017818,0.278035
772.00,2,878,ambulanceUser,0.037989,0.278030
772.00,1,311,operaUser,0.025999,0.278039
776.00,5,575,genericUser,0.046509,0.278028
776.00,4,743,genericUser,0.060730,0.278027
776.00,2,605,genericUser,0.048762,0.278036
780.00,1,569,genericUser,0.033080,0.216027
784.00,4,872,ambulanceUser,0.051894,0.278041
784.00,2,584,genericUser,0.032147,0.278023
784.00,5,860,ambulanceUser,0.042276,0.278038
784.00,2,410,operaUser,0.019496,0.278046
784.00,4,899,ambulanceUser,0.055744,0.278044
784.00,2,437,operaUser,0.030152,0.278035
788.00,2,533,operaUser,0.021962,0.278036
792.00,1,551,genericUser,0.014130,0.278034
792.00,1,599,genericUser,0.029441,0.278040
792.00,3,881,ambulanceUser,0.038552,0.278039
796.00,2,686,genericUser,0.033542,0.278055
796.00,2,305,operaUser,0.027759,0.278042
796.00,2,782,genericUser,0.043947,0.278032
800.00,2,389,operaUser,0.019981,0.278040
800.00,4,845,ambulanceUser,0.026669,0.278037
804.00,3,740,genericUser,0.046863,0.278033
804.00,5,899,ambulanceUser,0.051255,0.278038
804.00,1,353,operaUser,0.027492,0.278043
808.00,3,779,genericUser,0.062032,0.278035
808.00,3,680,genericUser,0.033407,0.278029
808.00,3,473,operaUser,0.031209,0.278045
808.00,1,761,genericUser,0.048902,0.278036
808.00,2,431,operaUser,0.017464,0.278037
812.00,5,872,ambulanceUser,0.031822,0.278044
812.00,5,890,ambulanceUser,0.041391,0.278039
816.00,5,632,genericUser,0.019781,0.278031
816.00,2,635,genericUser,0.036235,0.278022
816.00,1,851,ambulanceUser,0.041556,0.278038
820.00,2,902,ambulanceUser,0.039788,0.278046
820.00,3,692,genericUser,0.034180,0.278028
828.00,5,845,ambulanceUser,0.030249,0.216041
828.00,6,872,ambulanceUser,0.033236,0.278035
832.00,3,416,operaUser,0.025829,0.278072
832.00,6,575,genericUser,0.039301,0.278030
836.00,2,545,genericUser,0.042341,0.278032
836.00,3,638,genericUser,0.052520,0.278040
836.00,4,416,operaUser,0.034900,0.216042
836.00,3,716,genericUser,0.061252,0.278036
840.00,2,827,genericUser,0.039482,0.278045
844.00,2,569,genericUser,0.032847,0.278033
844.00,1,836,genericUser,0.047952,0.278023
844.00,2,851,ambulanceUser,0.057849,0.216036
844.00,4,806,genericUser,0.045192,0.278028
844.00,3,857,ambulanceUser,0.059970,0.278050
848.00,5,743,genericUser,0.053348,0.278028
848.00,4,740,genericUser,0.032943,0.278046
848.00,7,872,ambulanceUser,0.056080,0.278036
852.00,2,866,ambulanceUser,0.036175,0.278034
852.00,6,845,ambulanceUser,0.029189,0.278042
856.00,4,752,genericUser,0.052118,0.278019
856.00,1,377,operaUser,0.023324,0.278029
856.00,3,656,genericUser,0.043532,0.278033
868.00,3,533,operaUser,0.027620,0.278042
868.00,3,815,genericUser,0.041634,0.278037
868.00,2,833,genericUser,0.067280,0.278034
872.00,2,758,genericUser,0.027351,0.216024
876.00,3,635,genericUser,0.034819,0.278032
884.00,6,893,ambulanceUser,0.036533,0.278048
884.00,1,446,operaUser,0.023662,0.278039
888.00,3,671,genericUser,0.034010,0.278033
888.00,3,884,ambulanceUser,0.042413,0.278032
888.00,2,599,genericUser,0.025770,0.278035
892.00,2,674,genericUser,0.030649,0.278035
896.00,2,644,genericUser,0.025133,0.278036
900.00,2,701,genericUser,0.021820,0.278036
900.00,2,830,genericUser,0.042907,0.278038
904.00,3,851,ambulanceUser,0.053775,0.278044
904.00,3,644,genericUser,0.044198,0.216040
904.00,1,887,ambulanceUser,0.056057,0.278048
904.00,1,314,operaUser,0.018523,0.278043
908.00,2,698,genericUser,0.051480,0.278033
908.00,4,671,genericUser,0.036173,0.278030
908.00,1,485,operaUser,0.022529,0.278029
912.00,2,311,operaUser,0.015228,0.278047
912.00,2,617,genericUser,0.025483,0.278029
924.00,5,752,genericUser,0.039244,0.278034
924.00,2,812,genericUser,0.048423,0.278034
924.00,3,398,operaUser,0.015562,0.278040
928.00,5,671,genericUser,0.053168,0.278041
928.00,3,509,operaUser,0.027184,0.216045
928.00,3,572,genericUser,0.036000,0.278038
932.00,3,611,genericUser,0.035786,0.278041
936.00,3,665,genericUser,0.036370,0.278035
940.00,2,542,operaUser,0.020077,0.278041
940.00,3,758,genericUser,0.040211,0.278036
944.00,2,677,genericUser,0.065320,0.278034
944.00,1,338,operaUser,0.024780,0.216054
944.00,4,473,operaUser,0.050597,0.278037
944.00,2,470,operaUser,0.041900,0.278033
948.00,1,530,operaUser,0.032861,0.278047
952.00,4,848,ambulanceUser,0.071797,0.278046
952.00,3,821,genericUser,0.067855,0.278039
952.00,2,308,operaUser,0.038101,0.278046
952.00,6,752,genericUser,0.056973,0.278033
952.00,1,539,operaUser,0.043164,0.278042
952.00,4,857,ambulanceUser,0.076252,0.216044
956.00,5,491,operaUser,0.040161,0.278046
956.00,1,359,operaUser,0.021853,0.278048
960.00,6,890,ambulanceUser,0.038903,0.278037
960.00,1,839,genericUser,0.025104,0.278029
964.00,4,344,operaUser,0.020901,0.278040
964.00,1,776,genericUser,0.065306,0.278023
964.00,3,728,genericUser,0.062675,0.278036
964.00,1,347,operaUser,0.040958,0.216040
964.00,6,671,genericUser,0.046022,0.278028
968.00,2,593,genericUser,0.036050,0.216034
968.00,4,728,genericUser,0.056266,0.278059
972.00,5,863,ambulanceUser,0.043430,0.278038
972.00,7,890,ambulanceUser,0.050668,0.278038
972.00,2,818,genericUser,0.029418,0.278039
980.00,1,710,genericUser,0.043734,0.278030
980.00,3,830,genericUser,0.070268,0.278018
980.00,3,818,genericUser,0.057597,0.278037
980.00,2,596,genericUser,0.022259,0.278031
988.00,1,746,genericUser,0.050454,0.278032
988.00,3,812,genericUser,0.063531,0.278021
988.00,4,779,genericUser,0.060333,0.278022
988.00,4,635,genericUser,0.026789,0.278031
988.00,4,707,genericUser,0.036809,0.278036
992.00,4,680,genericUser,0.043260,0.278058
992.00,8,872,ambulanceUser,0.055793,0.278037
992.00,6,863,ambulanceUser,0.050157,0.278032
992.00,2,461,operaUser,0.018823,0.278040
996.00,3,674,genericUser,0.037936,0.278031
1000.00,4,812,genericUser,0.042320,0.278032
1000.00,6,860,ambulanceUser,0.049357,0.216043
1000.00,4,665,genericUser,0.026004,0.278034
1004.00,1,695,genericUser,0.034743,0.278034
1008.00,1,560,genericUser,0.030759,0.278040
1008.00,3,725,genericUser,0.042638,0.278028
1008.00,1,335,operaUser,0.022111,0.278044
1008.00,4,896,ambulanceUser,0.065885,0.278039
1008.00,4,764,genericUser,0.054760,0.278036
1008.00,3,902,ambulanceUser,0.069953,0.278063
1012.00,5,662,genericUser,0.037724,0.278039
1016.00,5,806,genericUser,0.041726,0.278059
1020.00,1,704,genericUser,0.020254,0.278034
1020.00,2,710,genericUser,0.038183,0.278038
1020.00,2,770,genericUser,0.043667,0.278023
1024.00,2,614,genericUser,0.039954,0.278038
1024.00,2,434,operaUser,0.018386,0.278051
1028.00,4,554,genericUser,0.035156,0.278043
1028.00,7,575,genericUser,0.051412,0.278033
1028.00,7,860,ambulanceUser,0.062551,0.278040
1028.00,8,860,ambulanceUser,0.073305,0.278040
1028.00,3,515,operaUser,0.023773,0.278042
1032.00,3,809,genericUser,0.044677,0.278032
1032.00,3,413,operaUser,0.018840,0.278045
1032.00,4,815,genericUser,0.059690,0.278040
1036.00,3,827,genericUser,0.045475,0.278023
1036.00,6,632,genericUser,0.038216,0.216035
1040.00,2,839,genericUser,0.023290,0.278027
1044.00,3,647,genericUser,0.033621,0.278035
1044.00,2,887,ambulanceUser,0.046025,0.278048
1048.00,3,698,genericUser,0.024420,0.278037
1048.00,6,806,genericUser,0.053953,0.278032
1052.00,4,881,ambulanceUser,0.034452,0.278039
1052.00,5,635,genericUser,0.030451,0.278034
1052.00,1,371,operaUser,0.019653,0.278039
1056.00,2,566,genericUser,0.026277,0.278032
1060.00,2,797,genericUser,0.032739,0.278033
1064.00,4,830,genericUser,0.048140,0.278032
1068.00,4,785,genericUser,0.039922,0.278032
1068.00,4,500,operaUser,0.018662,0.278040
1068.00,5,554,genericUser,0.029689,0.278035
1068.00,5,854,ambulanceUser,0.045232,0.278049
1072.00,1,440,operaUser,0.016140,0.278045
1072.00,2,842,genericUser,0.027981,0.278041
1076.00,4,827,genericUser,0.044263,0.278030
1076.00,3,833,genericUser,0.057469,0.278017
1076.00,4,791,genericUser,0.028062,0.278036
